imei,娱乐,科技,购物,生活,商务,时尚,旅游,游戏,财经,女性,运动,摄影,汽车,美容,母婴育儿,电影,搞笑,健康,教育,音乐,资讯,source
862471033229410,0.733333333,0.829166667,0.789583333,0.76875,0.777083333,0.86875,0.797916667,0.783333333,0.777083333,0.972916667,0.85,0.820833333,0.98,0,0,0,0,0,0,0,0,youku
862217039563033,0.866666667,0.829166667,0.770833333,0.8,0.770833333,0.8625,0.683333333,0.954166667,0.820833333,0.908333333,0.833333333,0.741666667,0.929166667,0,0,0,0,0,0,0,0,youku
862022038321155,0.791666667,0.845833333,0.683333333,0.825,0.7625,0.783333333,0.8,0.895833333,0.820833333,0.98,0.920833333,0.75,0.891666667,0,0,0,0,0,0,0,0,youku
357755070869837,0.808333333,0.7875,0.775,0.8875,0.98,0.98,0.725,0.754166667,0.841666667,0.883333333,0.820833333,0.470833333,0.979166667,0,0,0,0,0,0,0,0,youku
862096036015431,0.761666667,0.771666667,0.77,0.915,0.83,0.8,0.796666667,0.723333333,0.825,0.95,0.756666667,0.885,0.98,0,0,0,0,0,0,0,0,youku
861543030352519,0.755555556,0.722222222,0.804166667,0.834722222,0.829166667,0.811111111,0.909722222,0.820833333,0.769444444,0.98,0.7625,0.875,0.8625,0,0,0,0,0,0,0,0,youku
860778036358893,0.787037037,0.752777778,0.762962963,0.789814815,0.927777778,0.817592593,0.855555556,0.759259259,0.805555556,0.892592593,0.836111111,0.828703704,0.962962963,0,0,0,0,0,0,0,0,youku
862660036735957,0.773958333,0.804166667,0.765625,0.773958333,0.86875,0.820833333,0.797916667,0.797916667,0.786458333,0.859375,0.872916667,0.852083333,0.98,0,0,0,0,0,0,0,0,youku
861744036626639,0.791666667,0.789666667,0.823,0.797333333,0.856333333,0.76,0.775666667,0.884333333,0.860333333,0.892333333,0.805666667,0.827,0.913,0,0,0,0,0,0,0,0,youku
861141033641689,0.770833333,0.7,0.7875,0.804166667,0.8625,0.7875,0.916666667,0.833333333,0.829166667,0.98,0.7625,0.854166667,0.804166667,0,0,0,0,0,0,0,0,youku
861353031072896,0.752777778,0.85,0.702777778,0.791666667,0.830555556,0.880555556,0.861111111,0.841666667,0.855555556,0.961111111,0.788888889,0.788888889,0.883333333,0,0,0,0,0,0,0,0,youku
861743032138433,0.689102564,0.757051282,0.75,0.935897436,0.889102564,0.81474359,0.796794872,0.767948718,0.930128205,0.946794872,0.658974359,0.880769231,0.966666667,0,0,0,0,0,0,0,0,youku
862230030332332,0.745833333,0.73125,0.7625,0.904166667,0.935416667,0.870833333,0.86875,0.65625,0.827083333,0.829166667,0.925,0.797916667,0.933333333,0,0,0,0,0,0,0,0,youku
862829030800998,0.745652174,0.750724638,0.77826087,0.832246377,0.906521739,0.852898551,0.860144928,0.759057971,0.886231884,0.875,0.810507246,0.81557971,0.905797101,0,0,0,0,0,0,0,0,youku
860789032252055,0.759166667,0.629166667,0.7,0.703333333,0.905833333,0.695833333,0.98,0.471666667,0.89,0.831666667,0.760833333,0.98,0.979166667,0,0,0,0,0,0,0,0,youku
867689024952774,0.75,0.691666667,0.741666667,0.741666667,0.98,0.98,0.833333333,0.425,0.758333333,0.783333333,0.633333333,0.98,0.95,0,0,0,0,0,0,0,0,youku
861874033590734,0.8,0.8,0.758333333,0.775,0.833333333,0.825,0.75,0.875,0.8,0.966666667,0.841666667,0.783333333,0.975,0,0,0,0,0,0,0,0,youku
356629061358020,0.79375,0.810416667,0.770833333,0.820833333,0.83125,0.80625,0.785416667,0.820833333,0.8,0.916666667,0.85,0.791666667,0.983333333,0,0,0,0,0,0,0,0,youku
860778037009214,0.791666667,0.8,0.791666667,0.866666667,0.825,0.816666667,0.791666667,0.766666667,0.8,0.98,0.783333333,0.766666667,0.916666667,0,0,0,0,0,0,0,0,youku
353919025680130,0.787780812,0.779868421,0.767058765,0.832301477,0.854504353,0.842056127,0.812252341,0.793595832,0.820172471,0.966247527,0.794842369,0.81547652,0.913865585,0,0,0,0,0,0,0,0,youku
353988080307852,0.822222222,0.75,0.791666667,0.836111111,0.913888889,0.777777778,0.605555556,0.830555556,0.886111111,0.902777778,0.858333333,0.744444444,0.98,0,0,0,0,0,0,0,0,youku
861874034116893,0.759375,0.76875,0.791666667,0.95,0.8375,0.865625,0.69375,0.74375,0.805208333,0.98,0.665625,0.867708333,0.998958333,0,0,0,0,0,0,0,0,youku
861761033913588,0.766666667,0.841666667,0.783333333,0.825,0.808333333,0.85,0.7,0.791666667,0.75,0.925,0.791666667,0.866666667,0.98,0,0,0,0,0,0,0,0,youku
861462030113864,0.716666667,0.716666667,0.816666667,0.941666667,0.98,0.98,0.683333333,0.716666667,0.916666667,0.783333333,0.808333333,0.525,0.98,0,0,0,0,0,0,0,0,youku
862526035852418,0.9,0.725,0.641666667,0.783333333,0.98,0.95,0.625,0.975,0.858333333,0.98,0.5,0.45,0.98,0,0,0,0,0,0,0,0,youku
862949035563258,0.770833333,0.7,0.7875,0.804166667,0.8625,0.7875,0.916666667,0.833333333,0.829166667,0.98,0.7625,0.854166667,0.804166667,0,0,0,0,0,0,0,0,youku
357507050008880,0.77728038,0.772205222,0.77253417,0.830854753,0.875915443,0.845565585,0.822110873,0.779181967,0.813999388,0.934383925,0.8125357,0.83379743,0.910490616,0,0,0,0,0,0,0,0,youku
862950034030976,0.769736842,0.802631579,0.812719298,0.780701754,0.872807018,0.818859649,0.742982456,0.813157895,0.815350877,0.98,0.762280702,0.809649123,0.979385965,0,0,0,0,0,0,0,0,youku
861337036233249,0.741666667,0.833333333,0.816666667,0.825,0.825,0.841666667,0.95,0.666666667,0.833333333,0.808333333,0.8,0.775,0.98,0,0,0,0,0,0,0,0,youku
354765082166711,0.694444444,0.705555556,0.922222222,0.866666667,0.822222222,0.902777778,0.736111111,0.741666667,0.863888889,0.963888889,0.836111111,0.922222222,0.805555556,0,0,0,0,0,0,0,0,youku
862238036963604,0.8,0.775,0.741666667,0.779166667,0.9,0.833333333,0.845833333,0.704166667,0.845833333,0.791666667,0.858333333,0.933333333,0.975,0,0,0,0,0,0,0,0,youku
861540038539253,0.716666667,0.716666667,0.816666667,0.941666667,0.98,0.98,0.683333333,0.716666667,0.916666667,0.783333333,0.808333333,0.525,0.98,0,0,0,0,0,0,0,0,youku
862021037792630,0.716666667,0.716666667,0.816666667,0.941666667,0.98,0.98,0.683333333,0.716666667,0.916666667,0.783333333,0.808333333,0.525,0.98,0,0,0,0,0,0,0,0,youku
861404034783516,0.95,0.566666667,0.841666667,0.975,0.75,0.866666667,0.625,0.5,0.98,0.98,0.608333333,0.441666667,0.98,0,0,0,0,0,0,0,0,youku
861079034866758,0.758333333,0.85,0.816666667,0.833333333,0.741666667,0.85,0.858333333,0.716666667,0.816666667,0.891666667,0.85,0.825,0.975,0,0,0,0,0,0,0,0,youku
861406034673621,0.768333333,0.801666667,0.721666667,0.751666667,0.878333333,0.828333333,0.698333333,0.746666667,0.731666667,0.98,0.825,0.903333333,0.98,0,0,0,0,0,0,0,0,youku
860266038472755,0.866666667,0.808333333,0.783333333,0.791666667,0.883333333,0.758333333,0.666666667,0.791666667,0.766666667,0.98,0.841666667,0.866666667,0.941666667,0,0,0,0,0,0,0,0,youku
862017036709716,0.795175439,0.81754386,0.793421053,0.872368421,0.838596491,0.837280702,0.729385965,0.794298246,0.774561404,0.985964912,0.709649123,0.862719298,0.970175439,0,0,0,0,0,0,0,0,youku
862609037348575,0.816666667,0.766666667,0.816666667,0.866666667,0.725,0.866666667,0.816666667,0.616666667,0.883333333,0.966666667,0.808333333,0.883333333,0.941666667,0,0,0,0,0,0,0,0,youku
862689039485674,0.783333333,0.788333333,0.755,0.955,0.811666667,0.836666667,0.69,0.811666667,0.798333333,0.98,0.66,0.866666667,0.98,0,0,0,0,0,0,0,0,youku
862460036110826,0.792083333,0.764583333,0.798333333,0.8075,0.828333333,0.802083333,0.86125,0.845416667,0.807083333,0.98,0.772916667,0.815833333,0.84125,0,0,0,0,0,0,0,0,youku
861742030864198,0.758333333,0.766666667,0.7625,0.98,0.833333333,0.8375,0.691666667,0.7375,0.8125,0.98,0.616666667,0.9,0.98,0,0,0,0,0,0,0,0,youku
356135080118114,0.780555556,0.761111111,0.827777778,0.831944444,0.886111111,0.840277778,0.827777778,0.769444444,0.813888889,0.98,0.75,0.775,0.851388889,0,0,0,0,0,0,0,0,youku
861463033706910,0.783333333,0.98,0.55,0.7,0.891666667,0.98,0.875,0.95,0.883333333,0.98,0.641666667,0.5,0.8,0,0,0,0,0,0,0,0,youku
861504033182790,0.764285714,0.833333333,0.746428571,0.783333333,0.813095238,0.863095238,0.820238095,0.839285714,0.827380952,0.858333333,0.819047619,0.832142857,0.983333333,0,0,0,0,0,0,0,0,youku
861599039799811,0.708333333,0.716666667,0.758333333,0.85,0.858333333,0.775,0.98,0.666666667,0.933333333,0.95,0.866666667,0.866666667,0.783333333,0,0,0,0,0,0,0,0,youku
862002031500872,0.708333333,0.766666667,0.841666667,0.716666667,0.983333333,0.866666667,0.941666667,0.7,0.958333333,0.833333333,0.766666667,0.758333333,0.925,0,0,0,0,0,0,0,0,youku
862332039611763,0.775,0.825,0.775,0.8,0.795833333,0.833333333,0.745833333,0.858333333,0.795833333,0.929166667,0.825,0.783333333,0.98,0,0,0,0,0,0,0,0,youku
861042037485174,0.841666667,0.791666667,0.883333333,0.766666667,0.841666667,0.941666667,0.725,0.808333333,0.725,0.841666667,0.8,0.758333333,0.98,0,0,0,0,0,0,0,0,youku
861259030739452,0.808333333,0.858333333,0.783333333,0.825,0.791666667,0.858333333,0.708333333,0.941666667,0.741666667,0.95,0.808333333,0.766666667,0.941666667,0,0,0,0,0,0,0,0,youku
862891032292806,0.7,0.616666667,0.758333333,0.85,0.808333333,0.85,0.933333333,0.98,0.9,0.7,0.98,0.675,0.758333333,0,0,0,0,0,0,0,0,youku
357755071002834,0.77375,0.717361111,0.86,0.827361111,0.881666667,0.942777778,0.754027778,0.740555556,0.768333333,0.98,0.835138889,0.750416667,0.896944444,0,0,0,0,0,0,0,0,youku
862387031584624,0.841666667,0.816666667,0.741666667,0.783333333,0.808333333,0.841666667,0.766666667,0.858333333,0.775,0.98,0.758333333,0.783333333,0.975,0,0,0,0,0,0,0,0,youku
862813030167277,0.809166667,0.819166667,0.775833333,0.795833333,0.829166667,0.82,0.77,0.855,0.803333333,0.925,0.836666667,0.770833333,0.971666667,0,0,0,0,0,0,0,0,youku
862886031983348,0.816666667,0.825,0.75,0.8,0.758333333,0.858333333,0.741666667,0.85,0.75,0.983333333,0.816666667,0.8,0.98,0,0,0,0,0,0,0,0,youku
862783036265575,0.813333333,0.75,0.723333333,0.765,0.92,0.795,0.865,0.696666667,0.851666667,0.923333333,0.851666667,0.818333333,0.98,0,0,0,0,0,0,0,0,youku
862468037653793,0.773333333,0.801666667,0.798333333,0.783333333,0.788333333,0.86,0.735,0.855,0.948333333,0.876666667,0.891666667,0.735,0.93,0,0,0,0,0,0,0,0,youku
862891031352346,0.791666667,0.920833333,0.670833333,0.758333333,0.845833333,0.933333333,0.808333333,0.941666667,0.816666667,0.98,0.741666667,0.645833333,0.85,0,0,0,0,0,0,0,0,youku
862783034992196,0.783333333,0.808333333,0.758333333,0.766666667,0.875,0.816666667,0.875,0.775,0.825,0.891666667,0.833333333,0.716666667,0.98,0,0,0,0,0,0,0,0,youku
352575072062982,0.683333333,0.7,0.683333333,0.866666667,0.525,0.841666667,0.991666667,0.625,0.941666667,0.858333333,0.991666667,0.98,0.991666667,0,0,0,0,0,0,0,0,youku
862379038353392,0.775,0.758333333,0.7,0.691666667,0.983333333,0.833333333,0.933333333,0.616666667,0.7,0.7,0.983333333,0.98,0.98,0,0,0,0,0,0,0,0,youku
353988080092397,0.858333333,0.808333333,0.675,0.775,0.783333333,0.858333333,0.7,0.991666667,0.758333333,0.98,0.775,0.841666667,0.933333333,0,0,0,0,0,0,0,0,youku
861141032817736,0.746666667,0.742222222,0.784444444,0.797777778,0.967222222,0.944444444,0.743333333,0.644444444,0.802222222,0.938333333,0.677222222,0.98,0.946666667,0,0,0,0,0,0,0,0,youku
860441039943191,0.808333333,0.808333333,0.85,0.808333333,0.825,0.733333333,0.708333333,0.933333333,0.875,0.858333333,0.808333333,0.841666667,0.916666667,0,0,0,0,0,0,0,0,youku
861600032259736,0.746875,0.785416667,0.804166667,0.78125,0.744791667,0.832291667,0.795833333,0.867708333,0.858333333,0.901041667,0.909375,0.813541667,0.947916667,0,0,0,0,0,0,0,0,youku
862231036535316,0.7625,0.7875,0.823611111,0.819444444,0.794444444,0.845833333,0.75,0.794444444,0.784722222,0.98,0.805555556,0.7625,0.98,0,0,0,0,0,0,0,0,youku
862452036452803,0.749242424,0.739393939,0.756818182,0.889393939,0.890909091,0.781060606,0.861363636,0.740151515,0.861363636,0.962121212,0.823484848,0.804545455,0.923484848,0,0,0,0,0,0,0,0,youku
862828036717271,0.77,0.768333333,0.703333333,0.726666667,0.841666667,0.871666667,0.87,0.796666667,0.916666667,0.948333333,0.848333333,0.816666667,0.91,0,0,0,0,0,0,0,0,youku
861055032552327,0.841666667,0.858333333,0.758333333,0.85,0.766666667,0.875,0.733333333,0.958333333,0.7,0.95,0.816666667,0.766666667,0.916666667,0,0,0,0,0,0,0,0,youku
861744038698172,0.773039216,0.709313725,0.787254902,0.805392157,0.858333333,0.791666667,0.904411765,0.839705882,0.824019608,0.98,0.765196078,0.849019608,0.812254902,0,0,0,0,0,0,0,0,youku
862209033459029,0.879166667,0.833333333,0.691666667,0.879166667,0.829166667,0.816666667,0.770833333,0.866666667,0.6375,0.98,0.7875,0.791666667,0.979166667,0,0,0,0,0,0,0,0,youku
861875032018429,0.825,0.886111111,0.713888889,0.769444444,0.822222222,0.863888889,0.752777778,0.902777778,0.869444444,0.991666667,0.727777778,0.761111111,0.894444444,0,0,0,0,0,0,0,0,youku
861451033099261,0.770833333,0.7,0.7875,0.804166667,0.8625,0.7875,0.916666667,0.833333333,0.829166667,0.98,0.7625,0.854166667,0.804166667,0,0,0,0,0,0,0,0,youku
352575071284249,0.775,0.875,0.866666667,0.716666667,0.775,0.833333333,0.925,0.958333333,0.875,0.941666667,0.65,0.866666667,0.725,0,0,0,0,0,0,0,0,youku
862263035052670,0.772962963,0.729444444,0.769259259,0.825555556,0.84537037,0.821851852,0.892592593,0.72037037,0.802037037,0.918703704,0.855555556,0.877962963,0.950185185,0,0,0,0,0,0,0,0,youku
862829035253714,0.747222222,0.761111111,0.690740741,0.787962963,0.975,0.777777778,0.860185185,0.874074074,0.899074074,0.911111111,0.789814815,0.789814815,0.922222222,0,0,0,0,0,0,0,0,youku
861530030537587,0.794791667,0.791666667,0.782291667,0.796875,0.865625,0.826041667,0.798958333,0.825,0.783333333,0.945833333,0.828125,0.823958333,0.916666667,0,0,0,0,0,0,0,0,youku
861404037088376,0.758796296,0.7875,0.772685185,0.827777778,0.864351852,0.840740741,0.835648148,0.697222222,0.823148148,0.913888889,0.770833333,0.948611111,0.943055556,0,0,0,0,0,0,0,0,youku
862504036711453,0.808333333,0.841666667,0.75,0.8,0.783333333,0.858333333,0.725,0.98,0.766666667,0.933333333,0.858333333,0.766666667,0.883333333,0,0,0,0,0,0,0,0,youku
862681035704786,0.723214286,0.723214286,0.813095238,0.928571429,0.98,0.98,0.69047619,0.717261905,0.9,0.791071429,0.813690476,0.544642857,0.98,0,0,0,0,0,0,0,0,youku
862458037052690,0.79375,0.841145833,0.804166667,0.805208333,0.821354167,0.858854167,0.7109375,0.844791667,0.7921875,0.98,0.784895833,0.729166667,0.953645833,0,0,0,0,0,0,0,0,youku
862490033143660,0.727083333,0.822916667,0.714583333,0.672916667,0.875,0.841666667,0.85,0.779166667,0.7625,0.85625,0.977083333,0.96875,0.929166667,0,0,0,0,0,0,0,0,youku
862021032886171,0.771666667,0.81,0.721666667,0.896666667,0.886666667,0.931666667,0.828333333,0.763333333,0.855,0.961666667,0.798333333,0.686666667,0.875,0,0,0,0,0,0,0,0,youku
354732082368176,0.766666667,0.791666667,0.833333333,0.85,0.825,0.808333333,0.858333333,0.783333333,0.841666667,0.833333333,0.858333333,0.858333333,0.883333333,0,0,0,0,0,0,0,0,youku
862732030423979,0.758333333,0.85,0.816666667,0.833333333,0.741666667,0.85,0.858333333,0.716666667,0.816666667,0.891666667,0.85,0.825,0.975,0,0,0,0,0,0,0,0,youku
355905073262017,0.775,0.758333333,0.7,0.691666667,0.983333333,0.833333333,0.933333333,0.616666667,0.7,0.7,0.983333333,0.98,0.98,0,0,0,0,0,0,0,0,youku
862263031744031,0.790614887,0.755744337,0.776618123,0.800404531,0.863430421,0.800728155,0.858090615,0.855987055,0.802831715,0.98,0.778964401,0.81618123,0.854935275,0,0,0,0,0,0,0,0,youku
862784036462295,0.72962963,0.764506173,0.815740741,0.90462963,0.984259259,0.965740741,0.720987654,0.742901235,0.869135802,0.83117284,0.786111111,0.637654321,0.98,0,0,0,0,0,0,0,0,youku
860750030096134,0.7578125,0.793229167,0.794791667,0.805729167,0.816666667,0.820833333,0.789583333,0.8140625,0.8359375,0.885416667,0.878125,0.791666667,0.988541667,0,0,0,0,0,0,0,0,youku
861262038497255,0.767982456,0.729385965,0.796052632,0.811842105,0.85877193,0.796491228,0.905263158,0.778947368,0.859649123,0.995175439,0.772368421,0.844298246,0.864035088,0,0,0,0,0,0,0,0,youku
861958032169770,0.770833333,0.7,0.7875,0.804166667,0.8625,0.7875,0.916666667,0.833333333,0.829166667,0.98,0.7625,0.854166667,0.804166667,0,0,0,0,0,0,0,0,youku
861757036966185,0.7375,0.75,0.866666667,0.795833333,0.879166667,0.95,0.7125,0.745833333,0.7625,0.98,0.8,0.875,0.820833333,0,0,0,0,0,0,0,0,youku
868192023217694,0.758333333,0.85,0.816666667,0.833333333,0.741666667,0.85,0.858333333,0.716666667,0.816666667,0.891666667,0.85,0.825,0.975,0,0,0,0,0,0,0,0,youku
357008083975328,0.858333333,0.808333333,0.675,0.775,0.783333333,0.858333333,0.7,0.991666667,0.758333333,0.98,0.775,0.841666667,0.933333333,0,0,0,0,0,0,0,0,youku
862021039673291,0.743589744,0.720512821,0.813461538,0.865384615,0.967307692,0.934615385,0.767307692,0.744230769,0.858974359,0.938461538,0.790384615,0.682051282,0.951923077,0,0,0,0,0,0,0,0,youku
358695073997640,0.770833333,0.8125,0.755555556,0.855555556,0.877777778,0.763888889,0.826388889,0.731944444,0.805555556,0.865277778,0.890277778,0.861111111,0.961111111,0,0,0,0,0,0,0,0,youku
861247039216556,0.783333333,0.98,0.55,0.7,0.891666667,0.98,0.875,0.95,0.883333333,0.98,0.641666667,0.5,0.8,0,0,0,0,0,0,0,0,youku
862636037349378,0.809895833,0.805208333,0.843229167,0.805729167,0.822395833,0.7609375,0.7375,0.907291667,0.847395833,0.907291667,0.799479167,0.8328125,0.896354167,0,0,0,0,0,0,0,0,youku
358811072373515,0.8,0.795833333,0.766666667,0.85,0.870833333,0.766666667,0.845833333,0.7125,0.8,0.908333333,0.854166667,0.8125,0.995833333,0,0,0,0,0,0,0,0,youku
861504036881117,0.749561404,0.769298246,0.799561404,0.824561404,0.836842105,0.815350877,0.821929825,0.755701754,0.856578947,0.909649123,0.865789474,0.826754386,0.943859649,0,0,0,0,0,0,0,0,youku
862689030534447,0.7725,0.791666667,0.768333333,0.799166667,0.8325,0.835833333,0.786666667,0.81,0.835833333,0.920833333,0.845833333,0.841666667,0.939166667,0,0,0,0,0,0,0,0,youku
862183035107573,0.760416667,0.725,0.754166667,0.770833333,0.983333333,0.783333333,0.914583333,0.789583333,0.827083333,0.997916667,0.78125,0.808333333,0.885416667,0,0,0,0,0,0,0,0,youku
862591032426434,0.711666667,0.713333333,0.756666667,0.831666667,0.735,0.825,0.898333333,0.645,0.833333333,0.878333333,0.96,0.98,0.986666667,0,0,0,0,0,0,0,0,youku
862565038738992,0.716666667,0.760416667,0.820833333,0.820833333,0.910416667,0.825,0.86875,0.7375,0.866666667,0.964583333,0.747916667,0.725,0.98,0,0,0,0,0,0,0,0,youku
862526039401634,0.808333333,0.791666667,0.733333333,0.720833333,0.904166667,0.8375,0.8375,0.754166667,0.741666667,0.808333333,0.916666667,0.9125,0.98,0,0,0,0,0,0,0,0,youku
861602035469478,0.829166667,0.941666667,0.645833333,0.783333333,0.816666667,0.9625,0.791666667,0.991666667,0.775,0.98,0.716666667,0.616666667,0.816666667,0,0,0,0,0,0,0,0,youku
862467034465938,0.691666667,0.733333333,0.791666667,0.875,0.741666667,0.791666667,0.908333333,0.716666667,0.9,0.875,0.841666667,0.98,0.933333333,0,0,0,0,0,0,0,0,youku
862097037496794,0.766666667,0.833333333,0.783333333,0.8,0.858333333,0.791666667,0.816666667,0.816666667,0.841666667,0.908333333,0.758333333,0.75,0.98,0,0,0,0,0,0,0,0,youku
862605037061713,0.808333333,0.8,0.8,0.825,0.783333333,0.841666667,0.833333333,0.783333333,0.8,0.983333333,0.8,0.741666667,0.975,0,0,0,0,0,0,0,0,youku
862827033398622,0.770833333,0.7,0.7875,0.804166667,0.8625,0.7875,0.916666667,0.833333333,0.829166667,0.98,0.7625,0.854166667,0.804166667,0,0,0,0,0,0,0,0,youku
860904039891900,0.786111111,0.738888889,0.8125,0.9375,0.873611111,0.831944444,0.809722222,0.616666667,0.819444444,0.98,0.681944444,0.851388889,0.998611111,0,0,0,0,0,0,0,0,youku
352097090737446,0.745,0.771666667,0.793333333,0.91,0.878333333,0.88,0.73,0.796666667,0.835,0.915,0.753333333,0.773333333,0.998333333,0,0,0,0,0,0,0,0,youku
861443033831538,0.708333333,0.725,0.708333333,0.716666667,0.98,0.666666667,0.98,0.833333333,0.966666667,0.791666667,0.858333333,0.616666667,0.875,0,0,0,0,0,0,0,0,youku
861836035396113,0.807183908,0.804741379,0.779166667,0.815229885,0.835775862,0.80316092,0.804166667,0.834482759,0.826005747,0.940804598,0.786206897,0.824712644,0.919683908,0,0,0,0,0,0,0,0,youku
861064030373934,0.764666667,0.789666667,0.761333333,0.824,0.864,0.81,0.809666667,0.812333333,0.891333333,0.927,0.751666667,0.860666667,0.914333333,0,0,0,0,0,0,0,0,youku
358811077942090,0.755208333,0.741666667,0.802083333,0.820833333,0.860416667,0.8625,0.873958333,0.7,0.840625,0.897916667,0.866666667,0.817708333,0.932291667,0,0,0,0,0,0,0,0,youku
862813032537196,0.739285714,0.836904762,0.69047619,0.81547619,0.908333333,0.963095238,0.833333333,0.877380952,0.897619048,0.955952381,0.783333333,0.603571429,0.882142857,0,0,0,0,0,0,0,0,youku
862860030503043,0.788690476,0.742857143,0.819642857,0.87202381,0.851785714,0.819642857,0.845238095,0.747619048,0.861309524,0.938095238,0.851785714,0.829166667,0.829166667,0,0,0,0,0,0,0,0,youku
860192034516348,0.7625,0.766666667,0.75,0.758333333,0.908333333,0.825,0.875,0.6875,0.779166667,0.791666667,0.9375,0.933333333,0.98,0,0,0,0,0,0,0,0,youku
862052038274757,0.777777778,0.798611111,0.776388889,0.793055556,0.847222222,0.809722222,0.834722222,0.777777778,0.879166667,0.898611111,0.815277778,0.715277778,0.98,0,0,0,0,0,0,0,0,youku
861744032271711,0.89047619,0.75952381,0.732142857,0.976190476,0.676190476,0.748809524,0.872619048,0.866666667,0.966666667,0.76547619,0.896428571,0.976190476,0.658333333,0,0,0,0,0,0,0,0,youku
862479031753315,0.841666667,0.825,0.766666667,0.75,0.825,0.841666667,0.741666667,0.891666667,0.783333333,0.916666667,0.85,0.775,0.975,0,0,0,0,0,0,0,0,youku
862636030834954,0.766666667,0.804166667,0.758333333,0.7625,0.8625,0.841666667,0.895833333,0.666666667,0.758333333,0.795833333,0.916666667,0.9375,0.98,0,0,0,0,0,0,0,0,youku
861913031914346,0.80530303,0.798484848,0.783333333,0.821969697,0.846969697,0.858333333,0.774242424,0.798484848,0.761363636,0.978787879,0.816666667,0.798484848,0.934090909,0,0,0,0,0,0,0,0,youku
862263036836170,0.763541667,0.753645833,0.76953125,0.8671875,0.853125,0.834375,0.805989583,0.763802083,0.812760417,0.962760417,0.7546875,0.883072917,0.95703125,0,0,0,0,0,0,0,0,youku
862005037021553,0.829166667,0.715277778,0.831944444,0.8375,0.897222222,0.811111111,0.755555556,0.761111111,0.894444444,0.941666667,0.943055556,0.813888889,0.747222222,0,0,0,0,0,0,0,0,youku
355457086577353,0.729166667,0.655555556,0.765277778,0.940277778,0.663888889,0.7375,0.938888889,0.6875,0.888888889,0.755555556,0.894444444,0.98,0.976388889,0,0,0,0,0,0,0,0,youku
862238033949929,0.761666667,0.796666667,0.856666667,0.936666667,0.753333333,0.763333333,0.79,0.748333333,0.706666667,0.98,0.771666667,0.943333333,0.916666667,0,0,0,0,0,0,0,0,youku
