yyh_imei_app.imei_match,yyh_imei_app.idfa_imei
861916037175572,8.61916E+14
861958032169770,8.61958E+14
862021034492218,8.62021E+14
862119035748404,8.62119E+14
862119039247718,8.62119E+14
862157031718559,8.62157E+14
862183035467852,8.62183E+14
862263031744031,8.62263E+14
862363031648057,8.62363E+14
862363032045907,8.62363E+14
862379038688565,8.62379E+14
862471030817654,8.62471E+14
862471037765831,8.62471E+14
862471039060819,8.62471E+14
862591039581850,8.62591E+14
862603035936713,8.62603E+14
862609030115690,8.62609E+14
862609032683711,8.62609E+14
862609033518155,8.62609E+14
862634037001552,8.62634E+14
862635036911972,8.62635E+14
862636032900878,8.62636E+14
862759039735194,8.62759E+14
862784036462295,8.62784E+14
862813036703018,8.62813E+14
862827032516828,8.62827E+14
862829039523690,8.62829E+14
862862031827595,8.62862E+14
862949038890534,8.62949E+14
868192023217694,8.68192E+14
99000736970231,NULL
A000005F402F9A,NULL
A100005063E01F,NULL
351856080033731,3.51856E+14
352562074746671,3.52562E+14
352571071348340,3.52571E+14
354730085975898,3.5473E+14
354765081613028,3.54765E+14
355085080287875,3.55085E+14
355457087122316,3.55457E+14
356135080141330,3.56135E+14
357008083273229,3.57008E+14
358695073997640,3.58695E+14
358811072373515,3.58811E+14
358811073488577,3.58811E+14
359942071734339,3.59942E+14
860121030744737,8.60121E+14
860121036826439,8.60121E+14
860162038722275,8.60162E+14
860266038815516,8.60266E+14
860482037614947,8.60482E+14
860798033917509,8.60798E+14
861247039216556,8.61247E+14
861443033474859,8.61443E+14
861463031320631,8.61463E+14
861463038255152,8.61463E+14
861504036881117,8.61504E+14
861504038532536,8.61504E+14
861504038903976,8.61504E+14
861540038263490,8.6154E+14
861579033900987,8.61579E+14
861599033315051,8.61599E+14
861599037018297,8.61599E+14
861599037723177,8.61599E+14
861599038320254,8.61599E+14
861599039893317,8.61599E+14
861602035469478,8.61602E+14
861790036179350,8.6179E+14
861916032457272,8.61916E+14
861916037605313,8.61916E+14
861939031845909,8.61939E+14
862021039673291,8.62021E+14
862023030096019,8.62023E+14
862097032676135,8.62097E+14
862097037496794,8.62097E+14
862177034402027,8.62177E+14
862183031349096,8.62183E+14
862183035107573,8.62183E+14
862263037355030,8.62263E+14
862467031563495,8.62467E+14
862467034465938,8.62467E+14
862471037484672,8.62471E+14
862526039401634,8.62526E+14
862532031462434,8.62532E+14
862532036010733,8.62532E+14
862565038738992,8.62565E+14
862591032426434,8.62591E+14
862603036384392,8.62603E+14
862604034115838,8.62604E+14
862605037061713,8.62605E+14
862636037349378,8.62636E+14
862641032182790,8.62641E+14
862689030534447,8.62689E+14
862689034208568,8.62689E+14
862783035585650,8.62783E+14
862787030233596,8.62787E+14
862812035015978,8.62812E+14
862814038303674,8.62814E+14
862827033398622,8.62827E+14
862950031363511,8.6295E+14
A0000062503B9E,A0000062503B9E
352097090737446,3.52097E+14
352562075921117,3.52562E+14
352709081648115,3.52709E+14
352709083228254,3.52709E+14
352709085036945,3.52709E+14
353384070501128,3.53384E+14
353460083491695,3.5346E+14
354734082523545,3.54734E+14
357747051978216,3.57747E+14
358518080642589,3.58518E+14
358686071728665,3.58686E+14
359942074139064,3.59942E+14
860268036275982,8.60268E+14
860904039891900,8.60904E+14
860916030092411,8.60916E+14
861079030417275,8.61079E+14
861079033567191,8.61079E+14
861206038793247,8.61206E+14
861258031800198,8.61258E+14
861259034882217,8.61259E+14
861405039224547,8.61405E+14
861443033831538,8.61443E+14
861443035983790,8.61443E+14
861463038124077,8.61463E+14
861504033224295,8.61504E+14
861543033879898,8.61543E+14
861602037405611,8.61602E+14
861732036070247,8.61732E+14
861744033671976,8.61744E+14
861837030682275,8.61837E+14
861894031788346,8.61894E+14
862157038443771,8.62157E+14
862452037181807,8.62452E+14
862458034847779,8.62458E+14
862467038688295,8.62467E+14
862506031104170,8.62506E+14
862561031568155,8.62561E+14
862604036126312,8.62604E+14
862689030428095,8.62689E+14
862689038911993,8.62689E+14
862745030223215,8.62745E+14
862812035297733,8.62812E+14
862828038623899,8.62828E+14
862886037075495,8.62886E+14
862941032253975,8.62941E+14
863055031095698,8.63055E+14
866656038341295,NULL
35391007117617,3.5391E+13
355085081783385,3.55085E+14
357755070462435,3.57755E+14
358211073155468,3.58211E+14
359047050156734,3.59047E+14
860267039156082,8.60267E+14
860273032106603,8.60273E+14
860410035721794,8.6041E+14
860962037858230,8.60962E+14
861064030373934,8.61064E+14
861065030189592,8.61065E+14
861065032735061,8.61065E+14
861206032434129,8.61206E+14
861309031015392,8.61309E+14
861324757132578,8.61325E+14
861383032381533,8.61383E+14
861469039264432,8.61469E+14
861492034984069,8.61492E+14
861600036681059,8.616E+14
861729038548774,8.61729E+14
861744037172955,8.61744E+14
861749032311714,8.61749E+14
861836035396113,8.61836E+14
861918031442347,8.61918E+14
861925031535087,8.61925E+14
862023033933432,8.62023E+14
862230039523253,8.6223E+14
862258032599848,8.62258E+14
862458030673096,8.62458E+14
862458032668672,8.62458E+14
862467037801113,8.62467E+14
862490031496722,8.6249E+14
862490034159954,8.6249E+14
862734039939013,8.62734E+14
862758036525459,8.62758E+14
862783031526336,8.62783E+14
862828037137495,8.62828E+14
862947031908253,8.62947E+14
865315036864987,NULL
866489030140758,NULL
869411027773026,8.69411E+14
351551071032533,3.51551E+14
352203061036160,3.52203E+14
353114081753016,3.53114E+14
353114084919127,3.53114E+14
355009072628904,3.55009E+14
357158080526457,3.57158E+14
357489060264136,3.57489E+14
357755071113540,3.57755E+14
358182062009646,3.58182E+14
358811077942090,3.58811E+14
860046039940731,8.60046E+14
860192034516348,8.60192E+14
860485031042841,8.60485E+14
860737038924805,8.60737E+14
861064031029170,8.61064E+14
861383036532222,8.61383E+14
861404033782576,8.61404E+14
861730033583931,8.6173E+14
861744032271711,8.61744E+14
861744033054199,8.61744E+14
861874035282637,8.61874E+14
861874039973876,8.61874E+14
861962031952954,8.61962E+14
862014034380285,8.62014E+14
862031038071629,8.62031E+14
862052038274757,8.62052E+14
862231036150355,8.62231E+14
862381031822712,8.62381E+14
862458031178038,8.62458E+14
862479031753315,8.62479E+14
862490030563134,8.6249E+14
862503037118064,NULL
862531030538178,8.62531E+14
862603038651756,8.62603E+14
862609030515519,8.62609E+14
862634039782837,8.62634E+14
862783038041172,8.62783E+14
862812032208394,8.62812E+14
862813032537196,8.62813E+14
862814031056998,8.62814E+14
862828039378097,8.62828E+14
862860030503043,8.6286E+14
862949031890911,8.62949E+14
866508033272019,NULL
867451021019655,8.67451E+14
A000005F293A43,NULL
352008092128005,3.52008E+14
355457086577353,3.55457E+14
356001074245596,3.56001E+14
860528032092057,8.60528E+14
860749037748770,8.60749E+14
860749037944619,8.60749E+14
860749038330958,8.60749E+14
861013034506338,8.61013E+14
861064030408144,8.61064E+14
861247032685591,8.61247E+14
861262034067417,8.61262E+14
861353032215213,8.61353E+14
861353036471473,8.61353E+14
861404031670195,8.61404E+14
861599036127958,8.61599E+14
861602035897918,8.61602E+14
861730034187450,8.6173E+14
861751033619731,8.61751E+14
861843032357254,8.61843E+14
861874033729472,8.61874E+14
861874036929152,8.61874E+14
861913031914346,8.61913E+14
862005037021553,8.62005E+14
862021031200259,8.62021E+14
862031031677133,8.62031E+14
862231039329931,8.62231E+14
862238033949929,8.62238E+14
862258032717523,8.62258E+14
862263036836170,8.62263E+14
862341035348668,8.62341E+14
862379032796489,8.62379E+14
862531034904673,8.62531E+14
862536030444343,8.62536E+14
862609039455899,8.62609E+14
862630038052479,8.6263E+14
862634031415972,8.62634E+14
862636030834954,8.62636E+14
862659036732220,8.62659E+14
862660031921313,8.6266E+14
862734030480967,8.62734E+14
862759036866836,8.62759E+14
862759038615652,8.62759E+14
862776030386728,8.62776E+14
862787030691934,8.62787E+14
862813032804992,8.62813E+14
862913035745356,8.62913E+14
352562074897516,3.52562E+14
352571070923176,3.52571E+14
353460084555886,3.5346E+14
355457081289533,3.55457E+14
355457084052136,NULL
355457087980283,3.55457E+14
355725080229712,3.55725E+14
356001072502584,3.56001E+14
356135080141173,3.56135E+14
357612080586184,3.57612E+14
358695073634854,3.58695E+14
359583079576726,3.59583E+14
359761080337813,3.59761E+14
860983033015963,8.60983E+14
861005030190687,8.61005E+14
861106033019392,8.61106E+14
861258030526372,8.61258E+14
861259030047658,8.61259E+14
861443030837876,8.61443E+14
861443030887871,8.61443E+14
861463038053953,8.61463E+14
861464036487359,NULL
861483032619245,8.61483E+14
861504032964776,8.61504E+14
861602037466753,8.61602E+14
861730034705194,8.6173E+14
861744030555859,8.61744E+14
861874039129172,8.61874E+14
861916031600971,8.61916E+14
861916034154299,8.61916E+14
862017038565199,8.62017E+14
862021037248096,8.62021E+14
862022035737379,8.62022E+14
862052038245021,8.62052E+14
862096033519336,8.62096E+14
862177036135203,8.62177E+14
862341030702646,8.62341E+14
862393031632231,NULL
862466034096370,8.62466E+14
862471037382157,8.62471E+14
862603035419678,8.62603E+14
862604032740934,8.62604E+14
862609030031491,8.62609E+14
862689034350899,8.62689E+14
862732036921810,8.62732E+14
862732037208613,8.62732E+14
862734034661554,8.62734E+14
862744038892964,8.62744E+14
862787033780551,8.62787E+14
862791034026402,8.62791E+14
862886035996619,8.62886E+14
865885032400663,NULL
353765071609094,3.53765E+14
35391007373770,3.5391E+13
355085081995708,3.55085E+14
355521074297074,3.55521E+14
356629061847626,3.56629E+14
358182060589516,3.58182E+14
358522089116959,3.58522E+14
358811076610474,3.58811E+14
358811077746848,3.58811E+14
358811079891089,3.58811E+14
359583076752197,3.59583E+14
860121037251603,8.60121E+14
860265038834642,8.60265E+14
860266035972146,8.60266E+14
860582031574417,8.60582E+14
860708031964791,8.60708E+14
860718034634432,8.60718E+14
860735036942837,8.60735E+14
860750035616233,8.6075E+14
860832034943816,8.60832E+14
861079035540139,8.61079E+14
861262032469136,8.61262E+14
861463038451835,8.61463E+14
861464034533576,8.61464E+14
861504036141934,8.61504E+14
861603032685322,8.61603E+14
861742037701997,8.61742E+14
861742039221754,8.61742E+14
861749032752917,8.61749E+14
861839039388045,8.61839E+14
861918036876978,8.61918E+14
862017035951251,8.62017E+14
862023038617717,8.62023E+14
862209035578925,8.62209E+14
862363030173115,8.62363E+14
862363034849702,8.62363E+14
862379036029457,8.62379E+14
862466034342188,8.62466E+14
862467032240812,8.62467E+14
862537036752010,8.62537E+14
862545036563527,8.62545E+14
862565036351038,8.62565E+14
862591034853593,8.62591E+14
862636031273350,8.62636E+14
862641030269011,8.62641E+14
862720030626964,8.6272E+14
862759031221193,8.62759E+14
862787034443852,8.62787E+14
862787038866611,8.62787E+14
862885032391006,8.62885E+14
862886035791473,8.62886E+14
862886039751929,8.62886E+14
862915037770787,8.62915E+14
862949033484333,8.62949E+14
353114082025729,3.53114E+14
353114082270853,3.53114E+14
354730080677101,3.5473E+14
356629064518265,3.56629E+14
356988052272917,3.56988E+14
358811073705202,3.58811E+14
359274075618650,3.59274E+14
359583074425580,3.59583E+14
359648080422416,3.59648E+14
860046035525437,8.60046E+14
860267033909973,8.60267E+14
860736038936306,8.60736E+14
860778037557113,8.60778E+14
860778038243697,8.60778E+14
860871031181152,8.60871E+14
860904034011389,8.60904E+14
861065034043969,8.61065E+14
861079036393454,8.61079E+14
861079037583434,8.61079E+14
861124032293546,8.61124E+14
861258036820373,8.61258E+14
861309036266552,8.61309E+14
861400036220044,NULL
861464038420853,8.61464E+14
861543030476870,8.61543E+14
861543031067215,8.61543E+14
861603035246486,8.61603E+14
861894030549483,8.61894E+14
862023030309875,8.62023E+14
862061036132578,8.62061E+14
862430033500246,8.6243E+14
862458035078499,8.62458E+14
862478035365308,8.62478E+14
862536030267983,8.62536E+14
862604039606138,8.62604E+14
862609037364390,8.62609E+14
862669039085336,8.62669E+14
862734033406811,8.62734E+14
862783037680970,8.62783E+14
862788032884626,8.62788E+14
862812036079619,8.62812E+14
862853032739343,8.62853E+14
862860039683366,8.6286E+14
862904035270628,8.62904E+14
862918038352092,8.62918E+14
351956080808262,3.51956E+14
352575073488350,3.52575E+14
353988080566572,3.53988E+14
356629063247411,3.56629E+14
359596068487010,3.59596E+14
860046033807266,8.60046E+14
860273031037247,8.60273E+14
860737035218748,8.60737E+14
860778039295092,8.60778E+14
861055032294938,8.61055E+14
861259036182053,8.61259E+14
861374036975529,8.61374E+14
861487034122751,8.61487E+14
861613038414585,8.61613E+14
861717031403691,8.61717E+14
861723030912948,8.61723E+14
861907030333185,8.61907E+14
861918036945252,8.61918E+14
861945037481649,8.61945E+14
861988032262929,8.61988E+14
862019038077233,8.62019E+14
862031033789357,8.62031E+14
862263032388978,8.62263E+14
862268034926469,8.62268E+14
862350038893398,8.6235E+14
862458034977196,8.62458E+14
862458036880935,8.62458E+14
862458038972896,8.62458E+14
862467039023153,8.62467E+14
862468033661790,8.62468E+14
862468039250994,8.62468E+14
862479032763156,8.62479E+14
862526038050853,8.62526E+14
862607036778933,8.62607E+14
862636036309092,8.62636E+14
862645031774408,8.62645E+14
862731036626429,8.62731E+14
862767030338280,8.62767E+14
862783032113951,8.62783E+14
862783039321599,8.62783E+14
862812039936138,8.62812E+14
862813030187150,8.62813E+14
862814034075359,8.62814E+14
862828039129953,8.62828E+14
A0000060A27B1E,NULL
351952084799383,3.51952E+14
353952074887014,3.53952E+14
354732082519539,3.54732E+14
354732083699421,3.54732E+14
355085082038441,3.55085E+14
355504071536819,3.55504E+14
358354081799248,3.58354E+14
860075031905756,8.60075E+14
860443035158733,8.60443E+14
860749037843779,8.60749E+14
860775030055145,8.60775E+14
